document_id,arm_id,Combined follow up_old,Combined follow up_new,Abstinence type_old,Abstinence type_new,Abstinence: Continuous _old,Abstinence: Continuous _new,Abstinence: Point Prevalence _old,Abstinence: Point Prevalence _new,6451791_old,6451791_new,6451788_old,6451788_new,6080485_old,6080485_new,Manually added follow-up duration value_old,Manually added follow-up duration value_new,Manually added follow-up duration units_old,Manually added follow-up duration units_new,6080481_old,6080481_new,6080512_old,6080512_new,6823485_old,6823485_new,1.1.Goal setting_old,1.1.Goal setting_new,6452746_old,6452746_new,3.1 Social support_old,3.1 Social support_new,6452831_old,6452831_new,6452838_old,6452838_new,6452948_old,6452948_new,6452949_old,6452949_new,6080704_old,6080704_new,pychologist_old,pychologist_new,aggregate patient role_old,aggregate patient role_new,6080518_old,6080518_new,6080719_old,6080719_new,"Pregnancy trial 1 = yes, 2 = mix pg and non-pg_old","Pregnancy trial 1 = yes, 2 = mix pg and non-pg_new","Relapse prevention trial (1 = yes, 2 = mix of quitters and non-abstinent)_old","Relapse prevention trial (1 = yes, 2 = mix of quitters and non-abstinent)_new",6080694_old,6080694_new
436365,2662,,,,PP,,0,,1,,3.7,,,18,18.5,,,,,,,14,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263132,226,52,52.2,,C,,1,,0,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263132,227,52,52.2,,C,,1,,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437463,2285,52,52.2,,C,,1,,0,,1.4,,,,,,,,,42,41.5,19,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437463,2287,52,52.2,,C,,1,,0,,0.9,,,52,51.6,,,,,41,41.4,19,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437463,2286,52,52.2,,C,,1,,0,,1.4,,,51,51.4,,,,,43,43.4,19,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423087,1929,13,13.05,,PP,,0,,1,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423087,1928,13,13.05,,PP,,0,,1,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296300,537,26,26.1,,PP,,0,,1,,9.1,,,64,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States,,,,,,,,
296300,536,26,26.1,,PP,,0,,1,,10.1,,,64,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States,,,,,,,,
319601,672,,day after fi nishing treatment,,C,,1,,0,,14.8,,,59,59.3,,na,,,17,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319601,673,,day after fi nishing treatment,,C,,1,,0,,13.1,,,46,45.9,,na,,,17,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263162,267,52,52.2,,C,,1,,0,,2.8,,,55,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263162,268,52,52.2,,C,,1,,0,,4,,,48,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296432,817,52,52.2,,PP,,0,,1,,2.3,,,62,61.6,,,,,40,40.4,18,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296432,815,52,52.2,,PP,,0,,1,,4.7,,,56,55.9,,,,,40,39.5,18,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296432,814,52,52.2,,PP,,0,,1,,4.3,,,59,58.6,,,,,40,40.4,18,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296432,816,52,52.2,,PP,,0,,1,,3.4,,,60,59.8,,,,,40,40.3,18,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423255,1979,13,13.05,,C,,1,,0,,74,,,,,,,,,43,43.04,25,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423255,1980,13,13.05,,C,,1,,0,,45.6,,,,,,,,,45,44.7,28,27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296260,462,,,,PP,,0,,1,,30.4,,,,,,,,,,,23,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296260,463,,,,PP,,0,,1,,9,,,,,,,,,,,23,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423073,1992,52,52.2,,PP,,0,,1,,11.9,,,,,,,,,50,49.9,15,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423073,1993,52,52.2,,PP,,0,,1,,2.3,,,,,,,,,50,50.1,15,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296328,613,57,56.55,,C,,1,,0,,9.1,,,55,55.3,,,,,39,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296328,614,57,56.55,,C,,1,,0,,6.9,,,58,57.6,,,,,38,37.9,20,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437516,2281,,,,PP,,0,,1,,31.3,,,,,,,,,40,40.2,19,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437516,2282,,,,PP,,0,,1,,0,,,,,,,,,39,38.8,22,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296423,798,100,100.05,,PP,,0,,1,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296423,799,100,100.05,,PP,,0,,1,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296317,585,26,26.1,,PP,,0,,1,,28.7,,,,,,,,,34,33.7,24,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296317,586,26,26.1,,PP,,0,,1,,19.5,,,,,,,,,35,34.8,24,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437521,2329,13,13.05,,C,,1,,0,,45,,,26,25.5,,,,,22,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437521,2328,13,13.05,,C,,1,,0,,45,,,23,22.6,,,,,21,20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263200,306,104,104.4,,C,,1,,0,,9,,,,,,,,,56,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263200,305,104,104.4,,C,,1,,0,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296474,850,52,52.2,,PP,,0,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296474,849,52,52.2,,PP,,0,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423480,1968,52,52.2,,PP,,0,,1,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423480,1969,52,52.2,,PP,,0,,1,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263287,405,52,52.2,,PP,,0,,1,,4.3,,,79,78.6,,,,,,,12,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263287,406,52,52.2,,PP,,0,,1,,4.1,,,78,77.9,,,,,31,30.6,10,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437445,2191,,,,PP,,0,,1,,40.9,,,36,36.4,,,,,39,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437445,2192,,,,PP,,0,,1,,23.9,,,41,40.9,,,,,39,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423131,1961,52,52.2,,PP,,0,,1,,13.3,,,,,,,,,,,22,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423131,1962,52,52.2,,PP,,0,,1,,10.7,,,,,,,,,,,21,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263165,276,,,,C,,1,,0,,0.77,,,,,,,,,47,47.05,26,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263165,275,,,,C,,1,,0,,3.08,,,,,,,,,49,49.39,26,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436347,2614,,,,PP,,0,,1,,16.3,,,,,,,,,46,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436347,2613,,,,PP,,0,,1,,21.1,,,56,55.6,,,,,44,44.4,18,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296295,523,52,52.2,,PP,,0,,1,,31.3,,,48,47.5,,,,,47,47.2,14,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296295,524,52,52.2,,PP,,0,,1,,17.3,,,38,38.2,,,,,47,47.1,16,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423242,2129,52,52.2,,PP,,0,,1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423242,2128,52,52.2,,PP,,0,,1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423135,2044,26,26.1,,C,,1,,0,,8.59,,,,,,,,,,,19,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423135,2043,26,26.1,,C,,1,,0,,13.41,,,,,,,,,45,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296471,847,26,26.1,,NCS,,0,,0,,27,,,,,,,,,45,45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296471,848,26,26.1,,NCS,,0,,0,,10,,,,,,,,,45,45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296356,428,26,26.1,,PP,,0,,1,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296356,427,26,26.1,,PP,,0,,1,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319580,633,22,21.75,,NCS,,0,,0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319580,868,22,21.75,,NCS,,0,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319580,631,22,21.75,,NCS,,0,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319580,632,22,21.75,,NCS,,0,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437575,2679,,,,PP,,0,,1,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437575,2681,,,,PP,,0,,1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437575,2680,,,,PP,,0,,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437567,2611,52,52.2,,NCS,,0,,0,,50,,,,,,,,,59,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437567,2612,52,52.2,,NCS,,0,,0,,46,,,,,,,,,59,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263197,302,52,52.2,,PP,,0,,1,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263197,304,52,52.2,,PP,,0,,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263197,303,52,52.2,,PP,,0,,1,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263216,322,,,,PP,,0,,1,,5.6,,,,,,,,,44,44.2,19,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263216,321,,,,PP,,0,,1,,9.3,,,,,,,,,44,44.5,19,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436363,2797,,,,C,,1,,0,,18,,,54,54.1,,,,,37,37.3,20,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436363,2796,,,,C,,1,,0,,17,,,54,54.3,,,,,38,37.6,19,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423066,2015,26,26.1,,PP,,0,,1,,5,,,5,4.9,,,,,51,50.8,20,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423066,2014,26,26.1,,PP,,0,,1,,12,,,2,2.4,,,,,49,48.9,20,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296269,480,52,52.2,,C,,1,,0,,9.5,,,64,64.2,,,,,39,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296269,479,52,52.2,,C,,1,,0,,9.3,,,67,67.2,,,,,40,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319588,649,52,52.2,,PP,,0,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319588,648,52,52.2,,PP,,0,,1,,12,,,,,,,,,16,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319588,650,52,52.2,,PP,,0,,1,,6,,,,,,,,,16,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319588,647,52,52.2,,PP,,0,,1,,9,,,,,,,,,16,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296454,833,26,26.1,,PP,,0,,1,,14.4,,,65,65.2,,,,,43,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296454,832,26,26.1,,PP,,0,,1,,18,,,55,55.2,,,,,43,42.8,18,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423478,1963,26,26.1,,PP,,0,,1,,23.6,,,17,16.9,,,,,55,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423478,1964,26,26.1,,PP,,0,,1,,23.3,,,10,10.5,,,,,57,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423112,2074,,,,PP,,0,,1,,42.3,,,36,35.5,,,,,57,57.1,17,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423112,2073,,,,PP,,0,,1,,45.8,,,18,17.9,,,,,54,53.9,16,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263067,133,,26.1,,PP,,0,,1,,71.7,0,1,,,,6,,months,48,48.22,13,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263067,134,,26.1,,PP,,0,,1,,48.6,0,1,3,2.7,,6,,months,48,48.3,15,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296357,430,22,21.75,,C,,1,,0,,9,,,,,,,,,53,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296357,429,22,21.75,,C,,1,,0,,14,,,,,,,,,52,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296296,525,52,52.2,,C,,1,,0,,27,,,,,,,,,37,36.7,27,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296296,526,52,52.2,,C,,1,,0,,14,,,,,,,,,35,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423238,2120,22,21.75,,PP,,0,,1,,15.4,,,,,,,,,,,8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
423238,2119,22,21.75,,PP,,0,,1,,30.5,,,,,,,,,,,8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263239,353,13,13.05,,PP,,0,,1,,10,,,,,,,,,29,28.9,10,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263239,354,13,13.05,,PP,,0,,1,,7.5,,,,,,,,,28,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
437532,2291,,13.05,,PP,,0,,1,,23.1,,,20,20.3,,3,,months,39,39.4,14,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437532,2290,,13.05,,PP,,0,,1,,19.2,,,23,22.8,,3,,months,39,38.6,12,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263272,393,39,39.15,,C,,1,,0,,14.7,,,,,,,,,46,45.5,20,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263272,394,39,39.15,,C,,1,,0,,5,,,,,,,,,44,44.4,20,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263238,351,52,52.2,,PP,,0,,1,,11.2,,,45,45.4,,,,,42,41.7,22,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263238,352,52,52.2,,PP,,0,,1,,13.9,,,,,,,,,41,41.2,23,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296316,583,26,26.1,,PP,,0,,1,,20,,,,,,,,,33,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296316,584,26,26.1,,PP,,0,,1,,15,,,,,,,,,33,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321099,698,52,52.2,,PP,,0,,1,,2,,,,,,,,,31,30.87,6,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321099,696,52,52.2,,PP,,0,,1,,38.7,,,,,,,,,31,30.93,26,25.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321099,697,52,52.2,,PP,,0,,1,,15.1,,,,,,,,,35,35.45,26,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321099,695,52,52.2,,PP,,0,,1,,48,,,,,,,,,32,32.48,25,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321099,694,52,52.2,,PP,,0,,1,,16,,,,,,,,,,,29,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423105,2058,26,26.1,,C,,1,,0,,21,,,,,,,,,,,16,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423105,2057,26,26.1,,C,,1,,0,,26,,,,,,,,,,,17,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296337,416,26,26.1,,NCS,,0,,0,,2.3,,,,,,,,,56,55.8,20,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296337,415,26,26.1,,NCS,,0,,0,,17,,,,,,,,,54,54.4,20,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263281,402,52,52.2,,C,,1,,0,,0,,,,,,,,,60,60.4,20,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263281,1032,52,52.2,,C,,1,,0,,0,,,,,,,,,61,61.4,18,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263281,401,52,52.2,,C,,1,,0,,0,,,,,,,,,,,21,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423126,1950,26,26.1,,PP,,0,,1,,29,,,10,9.7,,,,,,,22,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423126,1951,26,26.1,,PP,,0,,1,,28,,,16,15.6,,,,,,,27,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437448,2218,52,52.2,,PP,,0,,1,,15,,,,,,,,,46,46.5,25,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437448,2219,52,52.2,,PP,,0,,1,,10,,,,,,,,,46,45.5,23,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252889,32,,78.3,,PP,,0,,1,,20,0,1,,,,18,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
252889,31,,78.3,,PP,,0,,1,,15,0,1,,,,18,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
252889,33,,78.3,,PP,,0,,1,,7,0,1,,,,18,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
252889,34,,78.3,,PP,,0,,1,,7,0,1,,,,18,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
437552,2617,9,8.7,,PP,,0,,1,,14,,,,,,,,,60,59.64,13,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437552,2618,,8.7,,PP,,0,,1,,6,,,62,62.5,,2,,months,54,54.31,14,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321095,1044,52,52.2,,NCS,,0,,0,,17,,,,,,,,,41,40.6,28,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321095,692,52,52.2,,NCS,,0,,0,,25,,,,,,,,,41,40.6,28,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321095,1043,52,52.2,,NCS,,0,,0,,26,,,,,,,,,41,40.6,28,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321095,693,52,52.2,,NCS,,0,,0,,38,,,,,,,,,41,40.6,28,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423141,2054,,,,C,,1,,0,,12.4,,,46,46.5,,,,,49,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423141,2055,,,,C,,1,,0,,10,,,44,44.1,,,,,48,48.13,22,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423141,2053,,,,C,,1,,0,,15.3,,,49,48.6,,,,,49,49.11,23,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252892,40,,52.2,,NCS,,0,,0,,17.2,,,,,,12,,months,36,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252892,42,,52.2,,NCS,,0,,0,,14.9,,,,,,12,,months,36,36.3,25,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252892,41,,52.2,,NCS,,0,,0,,16.7,,,,,,12,,months,36,36.3,26,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252892,43,,52.2,,NCS,,0,,0,,14.1,,,,,,12,,months,36,36.3,23,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437551,2609,,,,PP,,0,,1,,15.9,,,56,56.2,,,,,,,16,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437551,2610,,,,PP,,0,,1,,6,,,58,58.4,,,,,49,49.4,17,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296259,461,52,52.2,,PP,,0,,1,,19.8,,,58,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296259,460,52,52.2,,PP,,0,,1,,21.1,,,58,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263235,349,,,,PP,,0,,1,,5.7,,,,,,,,,42,41.6,22,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263235,350,,,,PP,,0,,1,,5.2,,,,,,,,,,,22,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252898,54,,26.1,,NCS,,0,,0,,33,0,1,,,,6,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252898,55,,26.1,,NCS,,0,,0,,3,0,1,,,,6,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296311,564,13,13.05,,PP,,0,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296311,563,13,13.05,,PP,,0,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296311,565,13,13.05,,PP,,0,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296417,787,26,26.1,,PP,,0,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296417,788,26,26.1,,PP,,0,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296417,786,26,26.1,,PP,,0,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437450,2241,,,,C,,1,,0,,18,,,48,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437450,2242,,,,C,,1,,0,,9.9,,,48,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437459,2253,13,13.05,,C,,1,,0,,25.4,,,,,,,,,63,62.8,19,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437459,2255,13,13.05,,C,,1,,0,,10.34,,,,,,,,,63,62.8,9,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437459,2254,13,13.05,,C,,1,,0,,23.4,,,,,,,,,63,62.8,19,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252904,66,,52.2,,PP,,0,,1,,13.6,,,61,60.8,,12,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252904,65,,52.2,,PP,,0,,1,,13.3,,,71,70.7,,12,,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263098,176,26,26.1,,PP,,0,,1,,17.8,,,50,49.5,,,,,37,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263098,175,26,26.1,,PP,,0,,1,,14.7,,,45,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296341,418,52,52.2,,PP,,0,,1,,8,,,,,,,,,34,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296341,417,52,52.2,,PP,,0,,1,,17,,,,,,,,,34,34.2,12,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296482,856,9,8.7,,C,,1,,0,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296482,855,9,8.7,,C,,1,,0,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263161,266,4,4.35,,PP,,0,,1,,34.7,,,,,,,,,,,23,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263161,265,4,4.35,,PP,,0,,1,,32.6,,,,,,,,,,,20,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423130,1959,52,52.2,,PP,,0,,1,,23.2,,,,,,,,,49,49.48,18,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423130,1960,52,52.2,,PP,,0,,1,,20,,,,,,,,,50,49.52,18,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296433,818,52,52.2,,C,,1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296433,819,52,52.2,,C,,1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437496,2597,,,,PP,,0,,1,,15.6,,,45,45.3,,,,,48,47.68,23,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437496,2595,,,,PP,,0,,1,,15.6,,,45,45.2,,,,,49,49.48,25,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437496,2596,,,,PP,,0,,1,,15.6,,,43,43.3,,,,,47,47.23,24,24.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263193,300,78,78.3,,C,,1,,0,,8.9,,,,,,,,,54,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263193,301,78,78.3,,C,,1,,0,,4.5,,,,,,,,,55,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
